@RMUA7037AA7FF6D42|00000015919924|2021-01-06 16:25:26.307.00000000
@RMUA7D66DC6AA144A||2021-01-06 16:25:26.307.00000000
@RMUA9315AC3B6BF49|00000015919735|2021-01-06 16:25:26.307.00000000
@RMUAA779F4F4AAB4C|00000006035582|2021-01-06 16:25:26.307.00000000
@RMUAAB002D1BC9149|00000015919892|2021-01-06 16:25:26.307.00000000
@RMUACE137FF718E44|00000015918161|2021-01-06 16:25:26.307.00000000
@RMUAD5FC9BD0A4A4C|00000015919741|2021-01-06 16:25:26.307.00000000
@RMUAD84C2E6EDC940||2021-01-06 16:25:26.307.00000000
@RMUAE03C6D2A2F142|00000015919571|2021-01-06 16:25:26.307.00000000
@RMUAEB3344540A647|00000015919904|2021-01-06 16:25:26.307.00000000
@RMUB012250CD7EE4B|00000015918161|2021-01-06 16:25:26.307.00000000
@RMUB1FD59FA6D994B|00000015919843|2021-01-06 16:25:26.307.00000000
@RMUB25C4A4749B34E|00000015919202|2021-01-06 16:25:26.307.00000000
@RMUB266062E2DD047|00000015914682|2021-01-06 16:25:26.307.00000000
@RMUB5286EA93A7D41|00000015920185|2021-01-06 16:25:26.307.00000000
@RMUB682F878F6FB48|00000015919347|2021-01-06 16:25:26.307.00000000
@RMUB6A55C28F61546|00000015919635|2021-01-06 16:25:26.307.00000000
@RMUB7084932D9C94C|00000015919755|2021-01-06 16:25:26.307.00000000
@RMUB8091BF7DC2342|00000015914911|2021-01-06 16:25:26.307.00000000
@RMUB8B55C2D83234A|00000000000111|2021-01-06 16:25:26.307.00000000
@RMUBBF0DB4B34F744|00000015919641|2021-01-06 16:25:26.307.00000000
@RMUBD7D3C4CE6374A|00000015919582|2021-01-06 16:25:26.307.00000000
@RMUBE2AD63BCD8F45|00000015919104|2021-01-06 16:25:26.307.00000000
@RMUBE45AA04B1D142|00000015918161|2021-01-06 16:25:26.307.00000000
@RMUC01497AEF2DF41|00000015914682|2021-01-06 16:25:26.307.00000000
@RMUC103F22DAFE242|00000015919102|2021-01-06 16:25:26.307.00000000
@RMUC165EE3992AA41|00000015915550|2021-01-06 16:25:26.307.00000000
@RMUC28B813CFF624F|00000015919674|2021-01-06 16:25:26.307.00000000
@RMUC2A2AEC15A984E|00000015920053|2021-01-06 16:25:26.307.00000000
@RMUC2CE33CDDC794C|00000015920062|2021-01-06 16:25:26.307.00000000
@RMUC30D9D5FB86149|00000015920060|2021-01-06 16:25:26.307.00000000
@RMUC4BEB3E4548440|00000015919184|2021-01-06 16:25:26.307.00000000
@RMUC5DA840C234C49|00000015919064|2021-01-06 16:25:26.307.00000000
@RMUC6E622B238C54E|00000015920090|2021-01-06 16:25:26.307.00000000
@RMUC6E81BE3D2504D|00000015919947|2021-01-06 16:25:26.307.00000000
@RMUC7537C0028724C|00000015919174|2021-01-06 16:25:26.307.00000000
@RMUC944CF1D895745|00000015920151|2021-01-06 16:25:26.307.00000000
@RMUCABC7A04E14E46|00000015919897|2021-01-06 16:25:26.307.00000000
@RMUCACB08474B5447|00000015919518|2021-01-06 16:25:26.307.00000000
@RMUCB170CCF38744E|00000015919559|2021-01-06 16:25:26.307.00000000
@RMUCBE95A435B3047|00000015919649|2021-01-06 16:25:26.307.00000000
@RMUCD44FD63D1AC4B|00000015908629|2021-01-06 16:25:26.307.00000000
@RMUCFFF4C5657904E|00000015919859|2021-01-06 16:25:26.307.00000000
@RMUD096DEB1660D47|00000015919810|2021-01-06 16:25:26.307.00000000
@RMUD1577C0B32B149||2021-01-06 16:25:26.307.00000000
@RMUD193F78FD97340|00000015919723|2021-01-06 16:25:26.307.00000000
@RMUD1D88548FADC44|00000015919206|2021-01-06 16:25:26.307.00000000
@RMUD34FAA12A6954C|00000015920105|2021-01-06 16:25:26.307.00000000
@RMUD3556BD96DF645|00000015919956|2021-01-06 16:25:26.307.00000000
@RMUD49B27F20E3845|00000015919279|2021-01-06 16:25:26.307.00000000
@RMUD4AC4C1F3FEE4D|00000015914680|2021-01-06 16:25:26.307.00000000
@RMUD5D7374D9E6542|00000015919868|2021-01-06 16:25:26.307.00000000
@RMUDAB978B066FB46|00000015920104|2021-01-06 16:25:26.307.00000000
@RMUDB875CE674524A|00000015919546|2021-01-06 16:25:26.307.00000000
@RMUDD84DCEC5BC94C|00000015914682|2021-01-06 16:25:26.307.00000000
@RMUDF2C2B763DC347|00000015919768|2021-01-06 16:25:26.307.00000000
@RMUE0D71D0E3B804B|00000015919752|2021-01-06 16:25:26.307.00000000
@RMUE0ED0F7274164A|00000015918618|2021-01-06 16:25:26.307.00000000
@RMUE37B37CE604E4D|00000015919684|2021-01-06 16:25:26.307.00000000
@RMUE49D22232D2B4A|00000015919472|2021-01-06 16:25:26.307.00000000
@RMUE4C3A508168141|00000015919747|2021-01-06 16:25:26.307.00000000
@RMUE5331AB27BDC4F|00000015919958|2021-01-06 16:25:26.307.00000000
@RMUE6A55B2167F844|00000015919282|2021-01-06 16:25:26.307.00000000
@RMUE7105BCEC94946|00000015919763|2021-01-06 16:25:26.307.00000000
@RMUE735E84899CF47|00000015912635|2021-01-06 16:25:26.307.00000000
@RMUE8DB1554AFF74E|00000015919101|2021-01-06 16:25:26.307.00000000
@RMUE9F7FE0101B140|00000015919926|2021-01-06 16:25:26.307.00000000
@RMUEA7BA8319AB547|00000015919067|2021-01-06 16:25:26.307.00000000
@RMUEAEEAE1C13E74B|00000015919175|2021-01-06 16:25:26.307.00000000
@RMUED598D35C68245|00000015918161|2021-01-06 16:25:26.307.00000000
@RMUEDEEC137A22249|00000015920065|2021-01-06 16:25:26.307.00000000
@RMUF0AF979448B149|00000015919769|2021-01-06 16:25:26.307.00000000
@RMUF549A3B1568D47|00000015919922|2021-01-06 16:25:26.307.00000000
@RMUF618F240A34E48|00000015919701|2021-01-06 16:25:26.307.00000000
@RMUF6870022DACE45|00000015919586|2021-01-06 16:25:26.307.00000000
@RMUF6C40E6297FA4E|00000015919780|2021-01-06 16:25:26.307.00000000
@RMUF948EB1C127649|00000015919406|2021-01-06 16:25:26.307.00000000
@RMUF9B78247519C4C|00000015920114|2021-01-06 16:25:26.307.00000000
@RMUFDB6C7DE98BC47|00000015914682|2021-01-06 16:25:26.307.00000000
@RMUFF26D81FABB745|00000015919671|2021-01-06 16:25:26.307.00000000
@RMUFFAC5937AD0D4E|00000015919287|2021-01-06 16:25:26.307.00000000
0010020007|00000003008293|2021-01-06 16:25:26.307.00000000
0010090714|00000000193926|2021-01-06 16:25:26.307.00000000
0010176713|00000011278983|2021-01-06 16:25:26.307.00000000
0010177388|00000007248139|2021-01-06 16:25:26.307.00000000
0010177701||2021-01-06 16:25:26.307.00000000
0010181696|00000000669409|2021-01-06 16:25:26.307.00000000
0010204982|00000003698831|2021-01-06 16:25:26.307.00000000
0010204990|00000015885328|2021-01-06 16:25:26.307.00000000
0010205029|00000003698831|2021-01-06 16:25:26.307.00000000
0010205060|00000015885328|2021-01-06 16:25:26.307.00000000
0010205223|00000007894887|2021-01-06 16:25:26.307.00000000
0010221180|00000010104030|2021-01-06 16:25:26.307.00000000
0010221204|00000015905151|2021-01-06 16:25:26.307.00000000
0010223270|00000015910585|2021-01-06 16:25:26.307.00000000
0010226147|00000015914516|2021-01-06 16:25:26.307.00000000
0010227046|00000015915779|2021-01-06 16:25:26.307.00000000
0011001876|00000011001876|2021-01-06 16:25:26.307.00000000
0011004792|00000015885227|2021-01-06 16:25:26.307.00000000
0011010275||2021-01-06 16:25:26.307.00000000
0011010826||2021-01-06 16:25:26.307.00000000
0011012462||2021-01-06 16:25:26.307.00000000
0011016149|00000000384134|2021-01-06 16:25:26.307.00000000
0011018521||2021-01-06 16:25:26.307.00000000
0011022694||2021-01-06 16:25:26.307.00000000
0011022717||2021-01-06 16:25:26.307.00000000
0011111403|00000003811666|2021-01-06 16:25:26.307.00000000
0011468965|00000003806481|2021-01-06 16:25:26.307.00000000
0011487205||2021-01-06 16:25:26.307.00000000
0011524668|00000003644045|2021-01-06 16:25:26.307.00000000
0011976713|00000000784567|2021-01-06 16:25:26.307.00000000
0019233584|00000006836665|2021-01-06 16:25:26.307.00000000
0019377678|00000010565623|2021-01-06 16:25:26.307.00000000
0019456407||2021-01-06 16:25:26.307.00000000
0019456423||2021-01-06 16:25:26.307.00000000
0019456838||2021-01-06 16:25:26.307.00000000
0019456935||2021-01-06 16:25:26.307.00000000
0019457152|00000000214531|2021-01-06 16:25:26.307.00000000
0019457356||2021-01-06 16:25:26.307.00000000
0019457364||2021-01-06 16:25:26.307.00000000
0019457907||2021-01-06 16:25:26.307.00000000
0019458262|00000008179961|2021-01-06 16:25:26.307.00000000
0019458302|00000008179961|2021-01-06 16:25:26.307.00000000
0019459981|00000015882061|2021-01-06 16:25:26.307.00000000
0019460846||2021-01-06 16:25:26.307.00000000
0019461275|00000000278646|2021-01-06 16:25:26.307.00000000
0019461291|00000000278646|2021-01-06 16:25:26.307.00000000
0019461500J3|00000000582064|2021-01-06 16:25:26.307.00000000
0019463584|00000015876140|2021-01-06 16:25:26.307.00000000
0019463665|00000001047975|2021-01-06 16:25:26.307.00000000
0019463673|00000005884828|2021-01-06 16:25:26.307.00000000
0019463681|00000005989705|2021-01-06 16:25:26.307.00000000
0019463699|00000000000101|2021-01-06 16:25:26.307.00000000
0019463704|00000000000103|2021-01-06 16:25:26.307.00000000
0019463712|00000000000200|2021-01-06 16:25:26.307.00000000
0019463916|00000000035208|2021-01-06 16:25:26.307.00000000
0019466004|00000015884414|2021-01-06 16:25:26.307.00000000
0019466792||2021-01-06 16:25:26.307.00000000
0019468039|00000000001969|2021-01-06 16:25:26.307.00000000
0019472227|00000000032500|2021-01-06 16:25:26.307.00000000
0019472250|00000000032500|2021-01-06 16:25:26.307.00000000
0019506780|00000015897894|2021-01-06 16:25:26.307.00000000
0019508377|00000015898243|2021-01-06 16:25:26.307.00000000
0019508910|00000000208248|2021-01-06 16:25:26.307.00000000
0019521393|00000015900318|2021-01-06 16:25:26.307.00000000
0019522120|00000015889411|2021-01-06 16:25:26.307.00000000
0019522746|00000015905104|2021-01-06 16:25:26.307.00000000
0019523725|00000000548129|2021-01-06 16:25:26.307.00000000
0019523741|00000000548397|2021-01-06 16:25:26.307.00000000
0019523848|00000000540475|2021-01-06 16:25:26.307.00000000
0019528107|00000015905756|2021-01-06 16:25:26.307.00000000
0019536281|00000018644453|2021-01-06 16:25:26.307.00000000
0019539239|00000015909568|2021-01-06 16:25:26.307.00000000
0019539247|00000015909568|2021-01-06 16:25:26.307.00000000
0019539254|00000015909571|2021-01-06 16:25:26.307.00000000
0019539328|00000007894887|2021-01-06 16:25:26.307.00000000
0019541131|00000015897902|2021-01-06 16:25:26.307.00000000
0019541238|00000012163721|2021-01-06 16:25:26.307.00000000
0019541984|00000015910529|2021-01-06 16:25:26.307.00000000
0019542575|00000015910572|2021-01-06 16:25:26.307.00000000
0019548203|00000015911166|2021-01-06 16:25:26.307.00000000
0019548594|00000015911929|2021-01-06 16:25:26.307.00000000
0019548618|00000015911929|2021-01-06 16:25:26.307.00000000
0019548626|00000015911839|2021-01-06 16:25:26.307.00000000
0019548675|00000015911929|2021-01-06 16:25:26.307.00000000
0019548683|00000015911839|2021-01-06 16:25:26.307.00000000
0019548755|00000015911838|2021-01-06 16:25:26.307.00000000
0019548852|00000015911839|2021-01-06 16:25:26.307.00000000
0019549217|00000015912254|2021-01-06 16:25:26.307.00000000
0019549809|00000015912306|2021-01-06 16:25:26.307.00000000
0019550942|00000015911166|2021-01-06 16:25:26.307.00000000
0019552521|00000015907416|2021-01-06 16:25:26.307.00000000
0019552693|00000015913048|2021-01-06 16:25:26.307.00000000
0019552708|00000015913049|2021-01-06 16:25:26.307.00000000
0019552716|00000015913049|2021-01-06 16:25:26.307.00000000
0019552724|00000015913050|2021-01-06 16:25:26.307.00000000
0019552969|00000000458661|2021-01-06 16:25:26.307.00000000
0019553006|00000000348121|2021-01-06 16:25:26.307.00000000
0019553014|00000000125412|2021-01-06 16:25:26.307.00000000
0019553826|00000015913739|2021-01-06 16:25:26.307.00000000
0019559075|00000015913917|2021-01-06 16:25:26.307.00000000
0019564559|00000015914236|2021-01-06 16:25:26.307.00000000
0019564575|00000015914236|2021-01-06 16:25:26.307.00000000
0019564737|00000015914236|2021-01-06 16:25:26.307.00000000
0019566201|00000015915732|2021-01-06 16:25:26.307.00000000
0019566373|00000015915747|2021-01-06 16:25:26.307.00000000
0019567459|00000015916194|2021-01-06 16:25:26.307.00000000
0019567483|00000015912306|2021-01-06 16:25:26.307.00000000
0019568470|00000015915127|2021-01-06 16:25:26.307.00000000
0019571216|00000015601379|2021-01-06 16:25:26.307.00000000
